"","beta","mu","v","",""
"thetaparm",0.417640030616894,0.295116332359612,0.481663529062644,0,0.000748528083071052
"thetaparm",0.478169841924682,0.36520022014156,0.187199332285672,1,0.000884010097390302
"thetaparm",0.211706190602854,0.0446761646308005,0.945072695380077,1,0.000358641130673153
"thetaparm",0.34941738168709,0.226371568394825,0.62413875781931,3,0.00101061344376878
"thetaparm",0.392854966921732,0.266659120796248,0.550708394730464,0,0.000526459609153953
"thetaparm",0.431360261281952,0.302474510855973,0.464042887790129,3,0.00111229414585685
"thetaparm",0.422669794643298,0.29259088775143,0.520295758731663,3,0.000143389245435499
"thetaparm",0.443130767671391,0.315202160272747,0.428048134315759,3,0.000908123744534899
"thetaparm",0.336716907564551,0.197154798312113,0.743624087190256,2,0.000253386891494123
"thetaparm",0.470823150128126,0.351530057378113,0.242362815421075,1,0.00107412619305733
"thetaparm",0.454586236039177,0.32721870392561,0.406530914828181,3,0.000214494043337052
"thetaparm",0.499757032142952,0.383840548107401,0.101636357605457,1,0.000692772831061284
"thetaparm",0.42909766244702,0.312258885242045,0.404925097944215,2,0.00124062330264452
"thetaparm",0.307237936416641,0.160136851016432,0.807834122795612,2,0.00108838178832636
"thetaparm",0.406282382784411,0.282380046555772,0.507854679832235,0,2.02565241547437e-05
"thetaparm",0.449513824656606,0.327610194217414,0.399206554284319,1,0.00120641014845027
"thetaparm",0.41969704371877,0.29807636863552,0.43913884437643,0,0.000596939741010244
"thetaparm",0.440185688436031,0.313615169608966,0.45772094745189,2,0.000693395813446154
"thetaparm",0.408031562808901,0.28815036942251,0.465689378557727,1,8.53764445706458e-05
"thetaparm",0.506400908809155,0.38866950571537,0.16039447626099,2,0.000910983939519949
"thetaparm",0.508410192560405,0.395401407731697,0.0727287731133401,0,0.000773312449274699
"thetaparm",0.430586522677913,0.300401891348884,0.512380630010739,3,0.000679975608859854
"thetaparm",0.40474543068558,0.27100617508404,0.584873846499249,3,3.9553612132346e-05
"thetaparm",0.37271496723406,0.24575041490607,0.624169686576352,1,0.000832821326611236
"thetaparm",0.206624934216961,0.0251533736009151,0.957719134865329,0,0.000628026320349466
"thetaparm",0.406734308460727,0.275420081568882,0.551288515329361,2,0.000757328877259718
"thetaparm",0.43888598959893,0.314595938660204,0.447499233530834,2,0.00103393627622808
"thetaparm",0.349941498367116,0.217637666268274,0.677674560574815,0,0.00101415535730657
"thetaparm",0.465266511775553,0.348285953514278,0.250410919077694,0,0.000367315880697733
"thetaparm",0.501023872988299,0.384059649193659,0.162087315926328,1,0.000762689318571479
"thetaparm",0.48496700078249,0.366871510865167,0.196936720982194,1,0.000412894640575229
"thetaparm",0.43254274665378,0.312554219039157,0.392205935204402,0,0.000285854739157709
"thetaparm",0.499252514680848,0.386072152294219,0.0773078186903149,0,0.000146378201014614
"thetaparm",0.349812730448321,0.225059774704278,0.657851347699761,3,0.000713562540110992
"thetaparm",0.430895163444802,0.319019582355395,0.281265547033399,3,0.00101981282058662
"thetaparm",0.510049654403701,0.393466049339622,0.0794344753958285,2,0.000524599311587107
"thetaparm",0.418665539938956,0.302670065080747,0.423210475593805,2,0.00110875734870734
"thetaparm",0.382709298981354,0.248870075447485,0.63032846711576,2,0.000187664516059463
"thetaparm",0.31858214805834,0.176273372024298,0.788576337043196,1,0.000458987486595702
"thetaparm",0.36209858302027,0.22703933971934,0.692207286600024,2,0.000942503601736488
"thetaparm",0.501085435971618,0.382556624477729,0.137446771841496,2,0.000700527343046372
"thetaparm",0.528300817124546,0.409396294271573,0.0439945254474878,3,0.000676963635454633
"thetaparm",0.361614981899038,0.22982860985212,0.65812049084343,0,0.000452650925550163
"thetaparm",0.216156784445047,0.0429267275612801,0.94918266357854,1,0.00125224954579208
"thetaparm",0.502842575777322,0.386176724452525,0.124458227073774,1,2.49532440449798e-05
"thetaparm",0.497770291054621,0.386508330935612,0.0774885478895158,1,0.000608861318178555
