"","time","S","I","R","C","V6"
"461",192,0.508246642968095,0.00266366375191714,0.489089693279987,0.491653357031905,0.231049060186648
"471",193,0.507933651178766,0.00266864740429254,0.489397701416941,0.491966348821234,0.231049060186648
"481",194,0.507620278414848,0.00267344692092599,0.489706274664225,0.492279721585152,0.231049060186648
"491",195,0.507306547276628,0.00267806104671238,0.490015391676659,0.492593452723371,0.231049060186648
"501",196,0.506992480455507,0.00268248857749024,0.490325030967002,0.492907519544493,0.231049060186648
"512",197,0.506678100727614,0.00268672836069807,0.490635170911687,0.493221899272386,0.231049060186648
"521",198,0.50636343094655,0.00269077929608471,0.490945789757364,0.49353656905345,0.231049060186648
"531",199,0.506048494037162,0.00269464033627749,0.49125686562656,0.493851505962838,0.231049060186648
"541",200,0.505733312988903,0.00269831048735898,0.491568376523737,0.494166687011097,0.231049060186648
"551",201,0.505417910848853,0.00270178880944365,0.491880300341703,0.494482089151147,0.231049060186648
"561",202,0.505102310714969,0.00270507441719428,0.492192614867836,0.494797689285031,0.231049060186648
"571",203,0.504786535729279,0.00270816648030955,0.492505297790411,0.495113464270721,0.231049060186648
"581",204,0.504470609071037,0.00271106422397887,0.492818326704983,0.495429390928962,0.231049060186648
"591",205,0.504154553949871,0.0027137669293034,0.493131679120825,0.495745446050129,0.231049060186648
"601",206,0.50383839359891,0.00271627393368268,0.493445332467406,0.49606160640109,0.231049060186648
"612",207,0.503522151267913,0.00271858463116672,0.49375926410092,0.496377848732087,0.231049060186648
"621",208,0.503205850216384,0.00272069847277302,0.494073451310842,0.496694149783616,0.231049060186648
"631",209,0.502889513706695,0.00272261496676837,0.494387871326536,0.497010486293305,0.231049060186648
"641",210,0.502573164997211,0.00272433367891509,0.494702501323873,0.497326835002789,0.231049060186648
"651",211,0.502256827335425,0.00272585423268161,0.495017318431893,0.497643172664575,0.231049060186648
"661",212,0.501940523951105,0.00272717630941706,0.495332299739477,0.497959476048895,0.231049060186648
"671",213,0.501624278049462,0.00272829964848988,0.495647422302048,0.498275721950538,0.231049060186648
"681",214,0.501308112804338,0.00272922404739025,0.495962663148271,0.498591887195662,0.231049060186648
"691",215,0.500992051351423,0.00272994936179633,0.496277999286781,0.498907948648578,0.231049060186648
"701",216,0.500676116781495,0.00273047550560431,0.4965934077129,0.499223883218505,0.231049060186648
