t,Sv0,Ss0,Sg0,Sg1,Sg2,Sg3,Sg4,Sg5,Sg6,Sg7,Sg8,Sg9,Sg10,Sg11,Sg12,Sg13,Sg14,Sg15,Sg16,Sg17,Sg18,Sg19,Sg20,Sg21,Sg22,Iv0,Is0,Ig0,Ig1,Ig2,Ig3,Ig4,Ig5,Ig6,Ig7,Ig8,Ig9,Ig10,Ig11,Ig12,Ig13,Ig14,Ig15,Ig16,Ig17,Ig18,Ig19,Ig20,Ig21,Ig22,Rv0,Rs0,Rg0,Rg1,Rg2,Rg3,Rg4,Rg5,Rg6,Rg7,Rg8,Rg9,Rg10,Rg11,Rg12,Rg13,Rg14,Rg15,Rg16,Rg17,Rg18,Rg19,Rg20,Rg21,Rg22,cumIv0,cumIs0,cumIg0,cumIg1,cumIg2,cumIg3,cumIg4,cumIg5,cumIg6,cumIg7,cumIg8,cumIg9,cumIg10,cumIg11,cumIg12,cumIg13,cumIg14,cumIg15,cumIg16,cumIg17,cumIg18,cumIg19,cumIg20,cumIg21,cumIg22,cumIv, pIv,pIs,pIg
174,0.0340792,0.0317412,0.0316454,0.0316454,0.0316454,0.0316454,0.0316454,0.0316454,0.0316454,0.0316454,0.0316454,0.0316454,0.0316454,0.0316454,0.0316454,0.0316454,0.0316454,0.0316454,0.0316454,0.0316454,0.0316454,0.0316454,0.0316454,0.0316454,0.0316454,0.000352809,0.00105512,0.00108316,0.00108316,0.00108316,0.00108316,0.00108316,0.00108316,0.00108316,0.00108316,0.00108316,0.00108316,0.00108316,0.00108316,0.00108316,0.00108316,0.00108316,0.00108316,0.00108316,0.00108316,0.00108316,0.00108316,0.00108316,0.00108316,0.00108316,0.00556802,0.00720365,0.00727148,0.00727148,0.00727148,0.00727148,0.00727148,0.00727148,0.00727148,0.00727148,0.00727148,0.00727148,0.00727148,0.00727148,0.00727148,0.00727148,0.00727148,0.00727148,0.00727148,0.00727148,0.00727148,0.00727148,0.00727148,0.00727148,0.00727148,0.00722426,0.00967903,0.00977986,0.00977986,0.00977986,0.00977986,0.00977986,0.00977986,0.00977986,0.00977986,0.00977986,0.00977986,0.00977986,0.00977986,0.00977986,0.00977986,0.00977986,0.00977986,0.00977986,0.00977986,0.00977986,0.00977986,0.00977986,0.00977986,0.00977986,0.00722426,0.00882021,0.026378,0.0270789
175,0.0340401,0.0315801,0.0314795,0.0314795,0.0314795,0.0314795,0.0314795,0.0314795,0.0314795,0.0314795,0.0314795,0.0314795,0.0314795,0.0314795,0.0314795,0.0314795,0.0314795,0.0314795,0.0314795,0.0314795,0.0314795,0.0314795,0.0314795,0.0314795,0.0314795,0.000365324,0.00110982,0.00113944,0.00113944,0.00113944,0.00113944,0.00113944,0.00113944,0.00113944,0.00113944,0.00113944,0.00113944,0.00113944,0.00113944,0.00113944,0.00113944,0.00113944,0.00113944,0.00113944,0.00113944,0.00113944,0.00113944,0.00113944,0.00113944,0.00113944,0.00559462,0.00731005,0.00738105,0.00738105,0.00738105,0.00738105,0.00738105,0.00738105,0.00738105,0.00738105,0.00738105,0.00738105,0.00738105,0.00738105,0.00738105,0.00738105,0.00738105,0.00738105,0.00738105,0.00738105,0.00738105,0.00738105,0.00738105,0.00738105,0.00738105,0.00727867,0.00986002,0.00996579,0.00996579,0.00996579,0.00996579,0.00996579,0.00996579,0.00996579,0.00996579,0.00996579,0.00996579,0.00996579,0.00996579,0.00996579,0.00996579,0.00996579,0.00996579,0.00996579,0.00996579,0.00996579,0.00996579,0.00996579,0.00996579,0.00996579,0.00727867,0.0091331,0.0277456,0.028486
176,0.0339988,0.0314093,0.0313037,0.0313037,0.0313037,0.0313037,0.0313037,0.0313037,0.0313037,0.0313037,0.0313037,0.0313037,0.0313037,0.0313037,0.0313037,0.0313037,0.0313037,0.0313037,0.0313037,0.0313037,0.0313037,0.0313037,0.0313037,0.0313037,0.0313037,0.000378562,0.00116795,0.00119923,0.00119923,0.00119923,0.00119923,0.00119923,0.00119923,0.00119923,0.00119923,0.00119923,0.00119923,0.00119923,0.00119923,0.00119923,0.00119923,0.00119923,0.00119923,0.00119923,0.00119923,0.00119923,0.00119923,0.00119923,0.00119923,0.00119923,0.00562265,0.00742274,0.00749709,0.00749709,0.00749709,0.00749709,0.00749709,0.00749709,0.00749709,0.00749709,0.00749709,0.00749709,0.00749709,0.00749709,0.00749709,0.00749709,0.00749709,0.00749709,0.00749709,0.00749709,0.00749709,0.00749709,0.00749709,0.00749709,0.00749709,0.0073353,0.010051,0.010162,0.010162,0.010162,0.010162,0.010162,0.010162,0.010162,0.010162,0.010162,0.010162,0.010162,0.010162,0.010162,0.010162,0.010162,0.010162,0.010162,0.010162,0.010162,0.010162,0.010162,0.010162,0.010162,0.0073353,0.00946406,0.0291987,0.0299809
177,0.0339553,0.0312283,0.0311173,0.0311173,0.0311173,0.0311173,0.0311173,0.0311173,0.0311173,0.0311173,0.0311173,0.0311173,0.0311173,0.0311173,0.0311173,0.0311173,0.0311173,0.0311173,0.0311173,0.0311173,0.0311173,0.0311173,0.0311173,0.0311173,0.0311173,0.000392547,0.00122965,0.0012627,0.0012627,0.0012627,0.0012627,0.0012627,0.0012627,0.0012627,0.0012627,0.0012627,0.0012627,0.0012627,0.0012627,0.0012627,0.0012627,0.0012627,0.0012627,0.0012627,0.0012627,0.0012627,0.0012627,0.0012627,0.0012627,0.0012627,0.00565219,0.00754209,0.00761999,0.00761999,0.00761999,0.00761999,0.00761999,0.00761999,0.00761999,0.00761999,0.00761999,0.00761999,0.00761999,0.00761999,0.00761999,0.00761999,0.00761999,0.00761999,0.00761999,0.00761999,0.00761999,0.00761999,0.00761999,0.00761999,0.00761999,0.00739427,0.0102526,0.0103691,0.0103691,0.0103691,0.0103691,0.0103691,0.0103691,0.0103691,0.0103691,0.0103691,0.0103691,0.0103691,0.0103691,0.0103691,0.0103691,0.0103691,0.0103691,0.0103691,0.0103691,0.0103691,0.0103691,0.0103691,0.0103691,0.0103691,0.00739427,0.00981367,0.0307413,0.0315675
178,0.0339094,0.0310364,0.0309198,0.0309198,0.0309198,0.0309198,0.0309198,0.0309198,0.0309198,0.0309198,0.0309198,0.0309198,0.0309198,0.0309198,0.0309198,0.0309198,0.0309198,0.0309198,0.0309198,0.0309198,0.0309198,0.0309198,0.0309198,0.0309198,0.0309198,0.000407299,0.00129508,0.00132998,0.00132998,0.00132998,0.00132998,0.00132998,0.00132998,0.00132998,0.00132998,0.00132998,0.00132998,0.00132998,0.00132998,0.00132998,0.00132998,0.00132998,0.00132998,0.00132998,0.00132998,0.00132998,0.00132998,0.00132998,0.00132998,0.00132998,0.00568333,0.00766853,0.00775017,0.00775017,0.00775017,0.00775017,0.00775017,0.00775017,0.00775017,0.00775017,0.00775017,0.00775017,0.00775017,0.00775017,0.00775017,0.00775017,0.00775017,0.00775017,0.00775017,0.00775017,0.00775017,0.00775017,0.00775017,0.00775017,0.00775017,0.00745568,0.0104653,0.0105876,0.0105876,0.0105876,0.0105876,0.0105876,0.0105876,0.0105876,0.0105876,0.0105876,0.0105876,0.0105876,0.0105876,0.0105876,0.0105876,0.0105876,0.0105876,0.0105876,0.0105876,0.0105876,0.0105876,0.0105876,0.0105876,0.0105876,0.00745568,0.0101825,0.032377,0.0332495
179,0.033861,0.0308332,0.0307107,0.0307107,0.0307107,0.0307107,0.0307107,0.0307107,0.0307107,0.0307107,0.0307107,0.0307107,0.0307107,0.0307107,0.0307107,0.0307107,0.0307107,0.0307107,0.0307107,0.0307107,0.0307107,0.0307107,0.0307107,0.0307107,0.0307107,0.000422839,0.00136437,0.00140122,0.00140122,0.00140122,0.00140122,0.00140122,0.00140122,0.00140122,0.00140122,0.00140122,0.00140122,0.00140122,0.00140122,0.00140122,0.00140122,0.00140122,0.00140122,0.00140122,0.00140122,0.00140122,0.00140122,0.00140122,0.00140122,0.00140122,0.00571614,0.00780247,0.00788807,0.00788807,0.00788807,0.00788807,0.00788807,0.00788807,0.00788807,0.00788807,0.00788807,0.00788807,0.00788807,0.00788807,0.00788807,0.00788807,0.00788807,0.00788807,0.00788807,0.00788807,0.00788807,0.00788807,0.00788807,0.00788807,0.00788807,0.00751965,0.0106897,0.0108181,0.0108181,0.0108181,0.0108181,0.0108181,0.0108181,0.0108181,0.0108181,0.0108181,0.0108181,0.0108181,0.0108181,0.0108181,0.0108181,0.0108181,0.0108181,0.0108181,0.0108181,0.0108181,0.0108181,0.0108181,0.0108181,0.0108181,0.00751965,0.010571,0.0341093,0.0350306
180,0.0338101,0.030618,0.0304893,0.0304893,0.0304893,0.0304893,0.0304893,0.0304893,0.0304893,0.0304893,0.0304893,0.0304893,0.0304893,0.0304893,0.0304893,0.0304893,0.0304893,0.0304893,0.0304893,0.0304893,0.0304893,0.0304893,0.0304893,0.0304893,0.0304893,0.000439185,0.00143766,0.00147655,0.00147655,0.00147655,0.00147655,0.00147655,0.00147655,0.00147655,0.00147655,0.00147655,0.00147655,0.00147655,0.00147655,0.00147655,0.00147655,0.00147655,0.00147655,0.00147655,0.00147655,0.00147655,0.00147655,0.00147655,0.00147655,0.00147655,0.00575072,0.00794434,0.00803412,0.00803412,0.00803412,0.00803412,0.00803412,0.00803412,0.00803412,0.00803412,0.00803412,0.00803412,0.00803412,0.00803412,0.00803412,0.00803412,0.00803412,0.00803412,0.00803412,0.00803412,0.00803412,0.00803412,0.00803412,0.00803412,0.00803412,0.00758628,0.0109264,0.0110613,0.0110613,0.0110613,0.0110613,0.0110613,0.0110613,0.0110613,0.0110613,0.0110613,0.0110613,0.0110613,0.0110613,0.0110613,0.0110613,0.0110613,0.0110613,0.0110613,0.0110613,0.0110613,0.0110613,0.0110613,0.0110613,0.0110613,0.00758628,0.0109796,0.0359414,0.0369138
181,0.0337565,0.0303903,0.0302551,0.0302551,0.0302551,0.0302551,0.0302551,0.0302551,0.0302551,0.0302551,0.0302551,0.0302551,0.0302551,0.0302551,0.0302551,0.0302551,0.0302551,0.0302551,0.0302551,0.0302551,0.0302551,0.0302551,0.0302551,0.0302551,0.0302551,0.00045635,0.00151504,0.00155608,0.00155608,0.00155608,0.00155608,0.00155608,0.00155608,0.00155608,0.00155608,0.00155608,0.00155608,0.00155608,0.00155608,0.00155608,0.00155608,0.00155608,0.00155608,0.00155608,0.00155608,0.00155608,0.00155608,0.00155608,0.00155608,0.00155608,0.00578716,0.00809461,0.0081888,0.0081888,0.0081888,0.0081888,0.0081888,0.0081888,0.0081888,0.0081888,0.0081888,0.0081888,0.0081888,0.0081888,0.0081888,0.0081888,0.0081888,0.0081888,0.0081888,0.0081888,0.0081888,0.0081888,0.0081888,0.0081888,0.0081888,0.00765569,0.011176,0.0113178,0.0113178,0.0113178,0.0113178,0.0113178,0.0113178,0.0113178,0.0113178,0.0113178,0.0113178,0.0113178,0.0113178,0.0113178,0.0113178,0.0113178,0.0113178,0.0113178,0.0113178,0.0113178,0.0113178,0.0113178,0.0113178,0.0113178,0.00765569,0.0114088,0.0378761,0.0389019
182,0.0337001,0.0301496,0.0300075,0.0300075,0.0300075,0.0300075,0.0300075,0.0300075,0.0300075,0.0300075,0.0300075,0.0300075,0.0300075,0.0300075,0.0300075,0.0300075,0.0300075,0.0300075,0.0300075,0.0300075,0.0300075,0.0300075,0.0300075,0.0300075,0.0300075,0.000474345,0.00159663,0.00163989,0.00163989,0.00163989,0.00163989,0.00163989,0.00163989,0.00163989,0.00163989,0.00163989,0.00163989,0.00163989,0.00163989,0.00163989,0.00163989,0.00163989,0.00163989,0.00163989,0.00163989,0.00163989,0.00163989,0.00163989,0.00163989,0.00163989,0.00582554,0.00825373,0.00835257,0.00835257,0.00835257,0.00835257,0.00835257,0.00835257,0.00835257,0.00835257,0.00835257,0.00835257,0.00835257,0.00835257,0.00835257,0.00835257,0.00835257,0.00835257,0.00835257,0.00835257,0.00835257,0.00835257,0.00835257,0.00835257,0.00835257,0.00772798,0.0114391,0.011588,0.011588,0.011588,0.011588,0.011588,0.011588,0.011588,0.011588,0.011588,0.011588,0.011588,0.011588,0.011588,0.011588,0.011588,0.011588,0.011588,0.011588,0.011588,0.011588,0.011588,0.011588,0.011588,0.00772798,0.0118586,0.0399156,0.0409972
183,0.0336409,0.0298954,0.029746,0.029746,0.029746,0.029746,0.029746,0.029746,0.029746,0.029746,0.029746,0.029746,0.029746,0.029746,0.029746,0.029746,0.029746,0.029746,0.029746,0.029746,0.029746,0.029746,0.029746,0.029746,0.029746,0.000493175,0.00168247,0.00172805,0.00172805,0.00172805,0.00172805,0.00172805,0.00172805,0.00172805,0.00172805,0.00172805,0.00172805,0.00172805,0.00172805,0.00172805,0.00172805,0.00172805,0.00172805,0.00172805,0.00172805,0.00172805,0.00172805,0.00172805,0.00172805,0.00172805,0.00586597,0.00842217,0.00852592,0.00852592,0.00852592,0.00852592,0.00852592,0.00852592,0.00852592,0.00852592,0.00852592,0.00852592,0.00852592,0.00852592,0.00852592,0.00852592,0.00852592,0.00852592,0.00852592,0.00852592,0.00852592,0.00852592,0.00852592,0.00852592,0.00852592,0.00780325,0.0117163,0.0118726,0.0118726,0.0118726,0.0118726,0.0118726,0.0118726,0.0118726,0.0118726,0.0118726,0.0118726,0.0118726,0.0118726,0.0118726,0.0118726,0.0118726,0.0118726,0.0118726,0.0118726,0.0118726,0.0118726,0.0118726,0.0118726,0.0118726,0.00780325,0.0123294,0.0420616,0.0432012
184,0.0335786,0.029627,0.0294701,0.0294701,0.0294701,0.0294701,0.0294701,0.0294701,0.0294701,0.0294701,0.0294701,0.0294701,0.0294701,0.0294701,0.0294701,0.0294701,0.0294701,0.0294701,0.0294701,0.0294701,0.0294701,0.0294701,0.0294701,0.0294701,0.0294701,0.000512838,0.0017726,0.00182058,0.00182058,0.00182058,0.00182058,0.00182058,0.00182058,0.00182058,0.00182058,0.00182058,0.00182058,0.00182058,0.00182058,0.00182058,0.00182058,0.00182058,0.00182058,0.00182058,0.00182058,0.00182058,0.00182058,0.00182058,0.00182058,0.00182058,0.00590853,0.0086004,0.00870931,0.00870931,0.00870931,0.00870931,0.00870931,0.00870931,0.00870931,0.00870931,0.00870931,0.00870931,0.00870931,0.00870931,0.00870931,0.00870931,0.00870931,0.00870931,0.00870931,0.00870931,0.00870931,0.00870931,0.00870931,0.00870931,0.00870931,0.0078816,0.0120079,0.0121722,0.0121722,0.0121722,0.0121722,0.0121722,0.0121722,0.0121722,0.0121722,0.0121722,0.0121722,0.0121722,0.0121722,0.0121722,0.0121722,0.0121722,0.0121722,0.0121722,0.0121722,0.0121722,0.0121722,0.0121722,0.0121722,0.0121722,0.0078816,0.012821,0.0443149,0.0455145
185,0.0335134,0.0293441,0.0291793,0.0291793,0.0291793,0.0291793,0.0291793,0.0291793,0.0291793,0.0291793,0.0291793,0.0291793,0.0291793,0.0291793,0.0291793,0.0291793,0.0291793,0.0291793,0.0291793,0.0291793,0.0291793,0.0291793,0.0291793,0.0291793,0.0291793,0.000533329,0.00186702,0.00191748,0.00191748,0.00191748,0.00191748,0.00191748,0.00191748,0.00191748,0.00191748,0.00191748,0.00191748,0.00191748,0.00191748,0.00191748,0.00191748,0.00191748,0.00191748,0.00191748,0.00191748,0.00191748,0.00191748,0.00191748,0.00191748,0.00191748,0.00595331,0.00878889,0.00890325,0.00890325,0.00890325,0.00890325,0.00890325,0.00890325,0.00890325,0.00890325,0.00890325,0.00890325,0.00890325,0.00890325,0.00890325,0.00890325,0.00890325,0.00890325,0.00890325,0.00890325,0.00890325,0.00890325,0.00890325,0.00890325,0.00890325,0.00796312,0.0123147,0.0124871,0.0124871,0.0124871,0.0124871,0.0124871,0.0124871,0.0124871,0.0124871,0.0124871,0.0124871,0.0124871,0.0124871,0.0124871,0.0124871,0.0124871,0.0124871,0.0124871,0.0124871,0.0124871,0.0124871,0.0124871,0.0124871,0.0124871,0.00796312,0.0133332,0.0466754,0.047937
186,0.033445,0.0290462,0.0288731,0.0288731,0.0288731,0.0288731,0.0288731,0.0288731,0.0288731,0.0288731,0.0288731,0.0288731,0.0288731,0.0288731,0.0288731,0.0288731,0.0288731,0.0288731,0.0288731,0.0288731,0.0288731,0.0288731,0.0288731,0.0288731,0.0288731,0.000554632,0.00196567,0.00201869,0.00201869,0.00201869,0.00201869,0.00201869,0.00201869,0.00201869,0.00201869,0.00201869,0.00201869,0.00201869,0.00201869,0.00201869,0.00201869,0.00201869,0.00201869,0.00201869,0.00201869,0.00201869,0.00201869,0.00201869,0.00201869,0.00201869,0.00600041,0.00898813,0.00910819,0.00910819,0.00910819,0.00910819,0.00910819,0.00910819,0.00910819,0.00910819,0.00910819,0.00910819,0.00910819,0.00910819,0.00910819,0.00910819,0.00910819,0.00910819,0.00910819,0.00910819,0.00910819,0.00910819,0.00910819,0.00910819,0.00910819,0.0080479,0.0126369,0.0128179,0.0128179,0.0128179,0.0128179,0.0128179,0.0128179,0.0128179,0.0128179,0.0128179,0.0128179,0.0128179,0.0128179,0.0128179,0.0128179,0.0128179,0.0128179,0.0128179,0.0128179,0.0128179,0.0128179,0.0128179,0.0128179,0.0128179,0.0080479,0.0138658,0.0491419,0.0504672
187,0.0333734,0.028733,0.0285513,0.0285513,0.0285513,0.0285513,0.0285513,0.0285513,0.0285513,0.0285513,0.0285513,0.0285513,0.0285513,0.0285513,0.0285513,0.0285513,0.0285513,0.0285513,0.0285513,0.0285513,0.0285513,0.0285513,0.0285513,0.0285513,0.0285513,0.000576724,0.00206848,0.0021241,0.0021241,0.0021241,0.0021241,0.0021241,0.0021241,0.0021241,0.0021241,0.0021241,0.0021241,0.0021241,0.0021241,0.0021241,0.0021241,0.0021241,0.0021241,0.0021241,0.0021241,0.0021241,0.0021241,0.0021241,0.0021241,0.0021241,0.0060499,0.00919855,0.00932462,0.00932462,0.00932462,0.00932462,0.00932462,0.00932462,0.00932462,0.00932462,0.00932462,0.00932462,0.00932462,0.00932462,0.00932462,0.00932462,0.00932462,0.00932462,0.00932462,0.00932462,0.00932462,0.00932462,0.00932462,0.00932462,0.00932462,0.00813599,0.012975,0.013165,0.013165,0.013165,0.013165,0.013165,0.013165,0.013165,0.013165,0.013165,0.013165,0.013165,0.013165,0.013165,0.013165,0.013165,0.013165,0.013165,0.013165,0.013165,0.013165,0.013165,0.013165,0.013165,0.00813599,0.0144181,0.0517119,0.0531025
188,0.0332985,0.0284041,0.0282135,0.0282135,0.0282135,0.0282135,0.0282135,0.0282135,0.0282135,0.0282135,0.0282135,0.0282135,0.0282135,0.0282135,0.0282135,0.0282135,0.0282135,0.0282135,0.0282135,0.0282135,0.0282135,0.0282135,0.0282135,0.0282135,0.0282135,0.00059957,0.00217527,0.00223355,0.00223355,0.00223355,0.00223355,0.00223355,0.00223355,0.00223355,0.00223355,0.00223355,0.00223355,0.00223355,0.00223355,0.00223355,0.00223355,0.00223355,0.00223355,0.00223355,0.00223355,0.00223355,0.00223355,0.00223355,0.00223355,0.00223355,0.00610188,0.00942061,0.00955297,0.00955297,0.00955297,0.00955297,0.00955297,0.00955297,0.00955297,0.00955297,0.00955297,0.00955297,0.00955297,0.00955297,0.00955297,0.00955297,0.00955297,0.00955297,0.00955297,0.00955297,0.00955297,0.00955297,0.00955297,0.00955297,0.00955297,0.00822746,0.0133294,0.0135287,0.0135287,0.0135287,0.0135287,0.0135287,0.0135287,0.0135287,0.0135287,0.0135287,0.0135287,0.0135287,0.0135287,0.0135287,0.0135287,0.0135287,0.0135287,0.0135287,0.0135287,0.0135287,0.0135287,0.0135287,0.0135287,0.0135287,0.00822746,0.0149892,0.0543817,0.0558387
189,0.0332205,0.0280594,0.0278595,0.0278595,0.0278595,0.0278595,0.0278595,0.0278595,0.0278595,0.0278595,0.0278595,0.0278595,0.0278595,0.0278595,0.0278595,0.0278595,0.0278595,0.0278595,0.0278595,0.0278595,0.0278595,0.0278595,0.0278595,0.0278595,0.0278595,0.000623127,0.00228584,0.0023468,0.0023468,0.0023468,0.0023468,0.0023468,0.0023468,0.0023468,0.0023468,0.0023468,0.0023468,0.0023468,0.0023468,0.0023468,0.0023468,0.0023468,0.0023468,0.0023468,0.0023468,0.0023468,0.0023468,0.0023468,0.0023468,0.0023468,0.00615642,0.00965474,0.00979368,0.00979368,0.00979368,0.00979368,0.00979368,0.00979368,0.00979368,0.00979368,0.00979368,0.00979368,0.00979368,0.00979368,0.00979368,0.00979368,0.00979368,0.00979368,0.00979368,0.00979368,0.00979368,0.00979368,0.00979368,0.00979368,0.00979368,0.00832235,0.0137002,0.0139091,0.0139091,0.0139091,0.0139091,0.0139091,0.0139091,0.0139091,0.0139091,0.0139091,0.0139091,0.0139091,0.0139091,0.0139091,0.0139091,0.0139091,0.0139091,0.0139091,0.0139091,0.0139091,0.0139091,0.0139091,0.0139091,0.0139091,0.00832235,0.0155782,0.0571459,0.05867
190,0.0331391,0.0276988,0.0274893,0.0274893,0.0274893,0.0274893,0.0274893,0.0274893,0.0274893,0.0274893,0.0274893,0.0274893,0.0274893,0.0274893,0.0274893,0.0274893,0.0274893,0.0274893,0.0274893,0.0274893,0.0274893,0.0274893,0.0274893,0.0274893,0.0274893,0.000647338,0.00239989,0.00246355,0.00246355,0.00246355,0.00246355,0.00246355,0.00246355,0.00246355,0.00246355,0.00246355,0.00246355,0.00246355,0.00246355,0.00246355,0.00246355,0.00246355,0.00246355,0.00246355,0.00246355,0.00246355,0.00246355,0.00246355,0.00246355,0.00246355,0.0062136,0.00990131,0.0100471,0.0100471,0.0100471,0.0100471,0.0100471,0.0100471,0.0100471,0.0100471,0.0100471,0.0100471,0.0100471,0.0100471,0.0100471,0.0100471,0.0100471,0.0100471,0.0100471,0.0100471,0.0100471,0.0100471,0.0100471,0.0100471,0.0100471,0.00842068,0.0140876,0.0143065,0.0143065,0.0143065,0.0143065,0.0143065,0.0143065,0.0143065,0.0143065,0.0143065,0.0143065,0.0143065,0.0143065,0.0143065,0.0143065,0.0143065,0.0143065,0.0143065,0.0143065,0.0143065,0.0143065,0.0143065,0.0143065,0.0143065,0.00842068,0.0161835,0.0599973,0.0615888
191,0.0330544,0.0273222,0.0271029,0.0271029,0.0271029,0.0271029,0.0271029,0.0271029,0.0271029,0.0271029,0.0271029,0.0271029,0.0271029,0.0271029,0.0271029,0.0271029,0.0271029,0.0271029,0.0271029,0.0271029,0.0271029,0.0271029,0.0271029,0.0271029,0.0271029,0.000672135,0.00251708,0.00258343,0.00258343,0.00258343,0.00258343,0.00258343,0.00258343,0.00258343,0.00258343,0.00258343,0.00258343,0.00258343,0.00258343,0.00258343,0.00258343,0.00258343,0.00258343,0.00258343,0.00258343,0.00258343,0.00258343,0.00258343,0.00258343,0.00258343,0.00627347,0.0101607,0.0103137,0.0103137,0.0103137,0.0103137,0.0103137,0.0103137,0.0103137,0.0103137,0.0103137,0.0103137,0.0103137,0.0103137,0.0103137,0.0103137,0.0103137,0.0103137,0.0103137,0.0103137,0.0103137,0.0103137,0.0103137,0.0103137,0.0103137,0.00852246,0.0144917,0.0147209,0.0147209,0.0147209,0.0147209,0.0147209,0.0147209,0.0147209,0.0147209,0.0147209,0.0147209,0.0147209,0.0147209,0.0147209,0.0147209,0.0147209,0.0147209,0.0147209,0.0147209,0.0147209,0.0147209,0.0147209,0.0147209,0.0147209,0.00852246,0.0168034,0.062927,0.0645858
192,0.0329665,0.0269299,0.0267004,0.0267004,0.0267004,0.0267004,0.0267004,0.0267004,0.0267004,0.0267004,0.0267004,0.0267004,0.0267004,0.0267004,0.0267004,0.0267004,0.0267004,0.0267004,0.0267004,0.0267004,0.0267004,0.0267004,0.0267004,0.0267004,0.0267004,0.000697435,0.00263697,0.00270598,0.00270598,0.00270598,0.00270598,0.00270598,0.00270598,0.00270598,0.00270598,0.00270598,0.00270598,0.00270598,0.00270598,0.00270598,0.00270598,0.00270598,0.00270598,0.00270598,0.00270598,0.00270598,0.00270598,0.00270598,0.00270598,0.00270598,0.0063361,0.0104332,0.0105936,0.0105936,0.0105936,0.0105936,0.0105936,0.0105936,0.0105936,0.0105936,0.0105936,0.0105936,0.0105936,0.0105936,0.0105936,0.0105936,0.0105936,0.0105936,0.0105936,0.0105936,0.0105936,0.0105936,0.0105936,0.0105936,0.0105936,0.00862766,0.0149123,0.015152,0.015152,0.015152,0.015152,0.015152,0.015152,0.015152,0.015152,0.015152,0.015152,0.015152,0.015152,0.015152,0.015152,0.015152,0.015152,0.015152,0.015152,0.015152,0.015152,0.015152,0.015152,0.015152,0.00862766,0.0174359,0.0659242,0.0676494
193,0.0328753,0.026522,0.0262821,0.0262821,0.0262821,0.0262821,0.0262821,0.0262821,0.0262821,0.0262821,0.0262821,0.0262821,0.0262821,0.0262821,0.0262821,0.0262821,0.0262821,0.0262821,0.0262821,0.0262821,0.0262821,0.0262821,0.0262821,0.0262821,0.0262821,0.000723142,0.00275903,0.00283065,0.00283065,0.00283065,0.00283065,0.00283065,0.00283065,0.00283065,0.00283065,0.00283065,0.00283065,0.00283065,0.00283065,0.00283065,0.00283065,0.00283065,0.00283065,0.00283065,0.00283065,0.00283065,0.00283065,0.00283065,0.00283065,0.00283065,0.00640154,0.010719,0.0108872,0.0108872,0.0108872,0.0108872,0.0108872,0.0108872,0.0108872,0.0108872,0.0108872,0.0108872,0.0108872,0.0108872,0.0108872,0.0108872,0.0108872,0.0108872,0.0108872,0.0108872,0.0108872,0.0108872,0.0108872,0.0108872,0.0108872,0.00873625,0.0153491,0.0155997,0.0155997,0.0155997,0.0155997,0.0155997,0.0155997,0.0155997,0.0155997,0.0155997,0.0155997,0.0155997,0.0155997,0.0155997,0.0155997,0.0155997,0.0155997,0.0155997,0.0155997,0.0155997,0.0155997,0.0155997,0.0155997,0.0155997,0.00873625,0.0180785,0.0689758,0.0707662
