t,Sv0,Ss0,Sg0,Sg1,Sg2,Sg3,Sg4,Sg5,Sg6,Sg7,Sg8,Sg9,Sg10,Sg11,Sg12,Sg13,Sg14,Sg15,Sg16,Sg17,Sg18,Sg19,Sg20,Sg21,Sg22,Iv0,Is0,Ig0,Ig1,Ig2,Ig3,Ig4,Ig5,Ig6,Ig7,Ig8,Ig9,Ig10,Ig11,Ig12,Ig13,Ig14,Ig15,Ig16,Ig17,Ig18,Ig19,Ig20,Ig21,Ig22,Rv0,Rs0,Rg0,Rg1,Rg2,Rg3,Rg4,Rg5,Rg6,Rg7,Rg8,Rg9,Rg10,Rg11,Rg12,Rg13,Rg14,Rg15,Rg16,Rg17,Rg18,Rg19,Rg20,Rg21,Rg22,cumIv0,cumIs0,cumIg0,cumIg1,cumIg2,cumIg3,cumIg4,cumIg5,cumIg6,cumIg7,cumIg8,cumIg9,cumIg10,cumIg11,cumIg12,cumIg13,cumIg14,cumIg15,cumIg16,cumIg17,cumIg18,cumIg19,cumIg20,cumIg21,cumIg22,cumIv, pIv,pIs,pIg
223,0.029704,0.0170223,0.0143867,0.0143867,0.0143867,0.0143867,0.0143867,0.0143867,0.0143867,0.0143867,0.0143867,0.0143867,0.0143867,0.0143867,0.0143867,0.0143867,0.0143867,0.0143867,0.0143867,0.0143867,0.0143867,0.0143867,0.0143867,0.0143867,0.0143867,0.00110156,0.00312992,0.00340923,0.00340923,0.00340923,0.00340923,0.00340923,0.00340923,0.00340923,0.00340923,0.00340923,0.00340923,0.00340923,0.00340923,0.00340923,0.00340923,0.00340923,0.00340923,0.00340923,0.00340923,0.00340923,0.00340923,0.00340923,0.00340923,0.00340923,0.00919444,0.0198478,0.022204,0.022204,0.022204,0.022204,0.022204,0.022204,0.022204,0.022204,0.022204,0.022204,0.022204,0.022204,0.022204,0.022204,0.022204,0.022204,0.022204,0.022204,0.022204,0.022204,0.022204,0.022204,0.022204,0.0125319,0.0260018,0.0288209,0.0288209,0.0288209,0.0288209,0.0288209,0.0288209,0.0288209,0.0288209,0.0288209,0.0288209,0.0288209,0.0288209,0.0288209,0.0288209,0.0288209,0.0288209,0.0288209,0.0288209,0.0288209,0.0288209,0.0288209,0.0288209,0.0288209,0.0125319,0.0275391,0.0782481,0.0852307
224,0.0296164,0.0167915,0.014148,0.014148,0.014148,0.014148,0.014148,0.014148,0.014148,0.014148,0.014148,0.014148,0.014148,0.014148,0.014148,0.014148,0.014148,0.014148,0.014148,0.014148,0.014148,0.014148,0.014148,0.014148,0.014148,0.00108676,0.00305467,0.00331678,0.00331678,0.00331678,0.00331678,0.00331678,0.00331678,0.00331678,0.00331678,0.00331678,0.00331678,0.00331678,0.00331678,0.00331678,0.00331678,0.00331678,0.00331678,0.00331678,0.00331678,0.00331678,0.00331678,0.00331678,0.00331678,0.00331678,0.00929681,0.0201539,0.0225352,0.0225352,0.0225352,0.0225352,0.0225352,0.0225352,0.0225352,0.0225352,0.0225352,0.0225352,0.0225352,0.0225352,0.0225352,0.0225352,0.0225352,0.0225352,0.0225352,0.0225352,0.0225352,0.0225352,0.0225352,0.0225352,0.0225352,0.0126447,0.0262874,0.0291209,0.0291209,0.0291209,0.0291209,0.0291209,0.0291209,0.0291209,0.0291209,0.0291209,0.0291209,0.0291209,0.0291209,0.0291209,0.0291209,0.0291209,0.0291209,0.0291209,0.0291209,0.0291209,0.0291209,0.0291209,0.0291209,0.0291209,0.0126447,0.0271689,0.0763669,0.0829194
225,0.0295326,0.0165731,0.0139232,0.0139232,0.0139232,0.0139232,0.0139232,0.0139232,0.0139232,0.0139232,0.0139232,0.0139232,0.0139232,0.0139232,0.0139232,0.0139232,0.0139232,0.0139232,0.0139232,0.0139232,0.0139232,0.0139232,0.0139232,0.0139232,0.0139232,0.00107035,0.00297675,0.0032222,0.0032222,0.0032222,0.0032222,0.0032222,0.0032222,0.0032222,0.0032222,0.0032222,0.0032222,0.0032222,0.0032222,0.0032222,0.0032222,0.0032222,0.0032222,0.0032222,0.0032222,0.0032222,0.0032222,0.0032222,0.0032222,0.0032222,0.00939707,0.0204502,0.0228546,0.0228546,0.0228546,0.0228546,0.0228546,0.0228546,0.0228546,0.0228546,0.0228546,0.0228546,0.0228546,0.0228546,0.0228546,0.0228546,0.0228546,0.0228546,0.0228546,0.0228546,0.0228546,0.0228546,0.0228546,0.0228546,0.0228546,0.0127542,0.0265614,0.0294079,0.0294079,0.0294079,0.0294079,0.0294079,0.0294079,0.0294079,0.0294079,0.0294079,0.0294079,0.0294079,0.0294079,0.0294079,0.0294079,0.0294079,0.0294079,0.0294079,0.0294079,0.0294079,0.0294079,0.0294079,0.0294079,0.0294079,0.0127542,0.0267587,0.0744188,0.080555
226,0.0294525,0.0163669,0.013712,0.013712,0.013712,0.013712,0.013712,0.013712,0.013712,0.013712,0.013712,0.013712,0.013712,0.013712,0.013712,0.013712,0.013712,0.013712,0.013712,0.013712,0.013712,0.013712,0.013712,0.013712,0.013712,0.00105248,0.00289669,0.00312609,0.00312609,0.00312609,0.00312609,0.00312609,0.00312609,0.00312609,0.00312609,0.00312609,0.00312609,0.00312609,0.00312609,0.00312609,0.00312609,0.00312609,0.00312609,0.00312609,0.00312609,0.00312609,0.00312609,0.00312609,0.00312609,0.00312609,0.00949506,0.0207365,0.0231619,0.0231619,0.0231619,0.0231619,0.0231619,0.0231619,0.0231619,0.0231619,0.0231619,0.0231619,0.0231619,0.0231619,0.0231619,0.0231619,0.0231619,0.0231619,0.0231619,0.0231619,0.0231619,0.0231619,0.0231619,0.0231619,0.0231619,0.0128602,0.0268241,0.0296822,0.0296822,0.0296822,0.0296822,0.0296822,0.0296822,0.0296822,0.0296822,0.0296822,0.0296822,0.0296822,0.0296822,0.0296822,0.0296822,0.0296822,0.0296822,0.0296822,0.0296822,0.0296822,0.0296822,0.0296822,0.0296822,0.0296822,0.0128602,0.0263121,0.0724172,0.0781522
227,0.0293761,0.0161725,0.0135138,0.0135138,0.0135138,0.0135138,0.0135138,0.0135138,0.0135138,0.0135138,0.0135138,0.0135138,0.0135138,0.0135138,0.0135138,0.0135138,0.0135138,0.0135138,0.0135138,0.0135138,0.0135138,0.0135138,0.0135138,0.0135138,0.0135138,0.00103331,0.00281499,0.003029,0.003029,0.003029,0.003029,0.003029,0.003029,0.003029,0.003029,0.003029,0.003029,0.003029,0.003029,0.003029,0.003029,0.003029,0.003029,0.003029,0.003029,0.003029,0.003029,0.003029,0.003029,0.003029,0.00959063,0.0210125,0.0234572,0.0234572,0.0234572,0.0234572,0.0234572,0.0234572,0.0234572,0.0234572,0.0234572,0.0234572,0.0234572,0.0234572,0.0234572,0.0234572,0.0234572,0.0234572,0.0234572,0.0234572,0.0234572,0.0234572,0.0234572,0.0234572,0.0234572,0.0129628,0.0270757,0.0299442,0.0299442,0.0299442,0.0299442,0.0299442,0.0299442,0.0299442,0.0299442,0.0299442,0.0299442,0.0299442,0.0299442,0.0299442,0.0299442,0.0299442,0.0299442,0.0299442,0.0299442,0.0299442,0.0299442,0.0299442,0.0299442,0.0299442,0.0129628,0.0258328,0.0703748,0.075725
228,0.0293034,0.0159896,0.0133283,0.0133283,0.0133283,0.0133283,0.0133283,0.0133283,0.0133283,0.0133283,0.0133283,0.0133283,0.0133283,0.0133283,0.0133283,0.0133283,0.0133283,0.0133283,0.0133283,0.0133283,0.0133283,0.0133283,0.0133283,0.0133283,0.0133283,0.00101298,0.00273214,0.00293144,0.00293144,0.00293144,0.00293144,0.00293144,0.00293144,0.00293144,0.00293144,0.00293144,0.00293144,0.00293144,0.00293144,0.00293144,0.00293144,0.00293144,0.00293144,0.00293144,0.00293144,0.00293144,0.00293144,0.00293144,0.00293144,0.00293144,0.00968363,0.0212783,0.0237403,0.0237403,0.0237403,0.0237403,0.0237403,0.0237403,0.0237403,0.0237403,0.0237403,0.0237403,0.0237403,0.0237403,0.0237403,0.0237403,0.0237403,0.0237403,0.0237403,0.0237403,0.0237403,0.0237403,0.0237403,0.0237403,0.0237403,0.0130618,0.0273165,0.0301944,0.0301944,0.0301944,0.0301944,0.0301944,0.0301944,0.0301944,0.0301944,0.0301944,0.0301944,0.0301944,0.0301944,0.0301944,0.0301944,0.0301944,0.0301944,0.0301944,0.0301944,0.0301944,0.0301944,0.0301944,0.0301944,0.0301944,0.0130618,0.0253245,0.0683034,0.0732859
229,0.0292344,0.0158179,0.0131549,0.0131549,0.0131549,0.0131549,0.0131549,0.0131549,0.0131549,0.0131549,0.0131549,0.0131549,0.0131549,0.0131549,0.0131549,0.0131549,0.0131549,0.0131549,0.0131549,0.0131549,0.0131549,0.0131549,0.0131549,0.0131549,0.0131549,0.000991632,0.00264856,0.00283386,0.00283386,0.00283386,0.00283386,0.00283386,0.00283386,0.00283386,0.00283386,0.00283386,0.00283386,0.00283386,0.00283386,0.00283386,0.00283386,0.00283386,0.00283386,0.00283386,0.00283386,0.00283386,0.00283386,0.00283386,0.00283386,0.00283386,0.00977394,0.0215336,0.0240113,0.0240113,0.0240113,0.0240113,0.0240113,0.0240113,0.0240113,0.0240113,0.0240113,0.0240113,0.0240113,0.0240113,0.0240113,0.0240113,0.0240113,0.0240113,0.0240113,0.0240113,0.0240113,0.0240113,0.0240113,0.0240113,0.0240113,0.0131574,0.0275468,0.0304332,0.0304332,0.0304332,0.0304332,0.0304332,0.0304332,0.0304332,0.0304332,0.0304332,0.0304332,0.0304332,0.0304332,0.0304332,0.0304332,0.0304332,0.0304332,0.0304332,0.0304332,0.0304332,0.0304332,0.0304332,0.0304332,0.0304332,0.0131574,0.0247908,0.0662139,0.0708466
230,0.0291691,0.015657,0.0129932,0.0129932,0.0129932,0.0129932,0.0129932,0.0129932,0.0129932,0.0129932,0.0129932,0.0129932,0.0129932,0.0129932,0.0129932,0.0129932,0.0129932,0.0129932,0.0129932,0.0129932,0.0129932,0.0129932,0.0129932,0.0129932,0.0129932,0.000969411,0.00256465,0.0027367,0.0027367,0.0027367,0.0027367,0.0027367,0.0027367,0.0027367,0.0027367,0.0027367,0.0027367,0.0027367,0.0027367,0.0027367,0.0027367,0.0027367,0.0027367,0.0027367,0.0027367,0.0027367,0.0027367,0.0027367,0.0027367,0.0027367,0.00986147,0.0217784,0.0242701,0.0242701,0.0242701,0.0242701,0.0242701,0.0242701,0.0242701,0.0242701,0.0242701,0.0242701,0.0242701,0.0242701,0.0242701,0.0242701,0.0242701,0.0242701,0.0242701,0.0242701,0.0242701,0.0242701,0.0242701,0.0242701,0.0242701,0.0132497,0.0277671,0.0306611,0.0306611,0.0306611,0.0306611,0.0306611,0.0306611,0.0306611,0.0306611,0.0306611,0.0306611,0.0306611,0.0306611,0.0306611,0.0306611,0.0306611,0.0306611,0.0306611,0.0306611,0.0306611,0.0306611,0.0306611,0.0306611,0.0306611,0.0132497,0.0242353,0.0641163,0.0684174
231,0.0291074,0.0155064,0.0128427,0.0128427,0.0128427,0.0128427,0.0128427,0.0128427,0.0128427,0.0128427,0.0128427,0.0128427,0.0128427,0.0128427,0.0128427,0.0128427,0.0128427,0.0128427,0.0128427,0.0128427,0.0128427,0.0128427,0.0128427,0.0128427,0.0128427,0.000946454,0.00248079,0.0026403,0.0026403,0.0026403,0.0026403,0.0026403,0.0026403,0.0026403,0.0026403,0.0026403,0.0026403,0.0026403,0.0026403,0.0026403,0.0026403,0.0026403,0.0026403,0.0026403,0.0026403,0.0026403,0.0026403,0.0026403,0.0026403,0.0026403,0.00994612,0.0220128,0.024517,0.024517,0.024517,0.024517,0.024517,0.024517,0.024517,0.024517,0.024517,0.024517,0.024517,0.024517,0.024517,0.024517,0.024517,0.024517,0.024517,0.024517,0.024517,0.024517,0.024517,0.024517,0.024517,0.0133385,0.0279776,0.0308784,0.0308784,0.0308784,0.0308784,0.0308784,0.0308784,0.0308784,0.0308784,0.0308784,0.0308784,0.0308784,0.0308784,0.0308784,0.0308784,0.0308784,0.0308784,0.0308784,0.0308784,0.0308784,0.0308784,0.0308784,0.0308784,0.0308784,0.0133385,0.0236614,0.0620198,0.0660076
232,0.0290493,0.0153659,0.0127029,0.0127029,0.0127029,0.0127029,0.0127029,0.0127029,0.0127029,0.0127029,0.0127029,0.0127029,0.0127029,0.0127029,0.0127029,0.0127029,0.0127029,0.0127029,0.0127029,0.0127029,0.0127029,0.0127029,0.0127029,0.0127029,0.0127029,0.000922892,0.00239731,0.00254502,0.00254502,0.00254502,0.00254502,0.00254502,0.00254502,0.00254502,0.00254502,0.00254502,0.00254502,0.00254502,0.00254502,0.00254502,0.00254502,0.00254502,0.00254502,0.00254502,0.00254502,0.00254502,0.00254502,0.00254502,0.00254502,0.00254502,0.0100278,0.0222368,0.0247521,0.0247521,0.0247521,0.0247521,0.0247521,0.0247521,0.0247521,0.0247521,0.0247521,0.0247521,0.0247521,0.0247521,0.0247521,0.0247521,0.0247521,0.0247521,0.0247521,0.0247521,0.0247521,0.0247521,0.0247521,0.0247521,0.0247521,0.013424,0.0281787,0.0310856,0.0310856,0.0310856,0.0310856,0.0310856,0.0310856,0.0310856,0.0310856,0.0310856,0.0310856,0.0310856,0.0310856,0.0310856,0.0310856,0.0310856,0.0310856,0.0310856,0.0310856,0.0310856,0.0310856,0.0310856,0.0310856,0.0310856,0.013424,0.0230723,0.0599328,0.0636255
233,0.0289946,0.015235,0.0125734,0.0125734,0.0125734,0.0125734,0.0125734,0.0125734,0.0125734,0.0125734,0.0125734,0.0125734,0.0125734,0.0125734,0.0125734,0.0125734,0.0125734,0.0125734,0.0125734,0.0125734,0.0125734,0.0125734,0.0125734,0.0125734,0.0125734,0.00089885,0.0023145,0.00245113,0.00245113,0.00245113,0.00245113,0.00245113,0.00245113,0.00245113,0.00245113,0.00245113,0.00245113,0.00245113,0.00245113,0.00245113,0.00245113,0.00245113,0.00245113,0.00245113,0.00245113,0.00245113,0.00245113,0.00245113,0.00245113,0.00245113,0.0101065,0.0224505,0.0249754,0.0249754,0.0249754,0.0249754,0.0249754,0.0249754,0.0249754,0.0249754,0.0249754,0.0249754,0.0249754,0.0249754,0.0249754,0.0249754,0.0249754,0.0249754,0.0249754,0.0249754,0.0249754,0.0249754,0.0249754,0.0249754,0.0249754,0.0135063,0.0283708,0.0312832,0.0312832,0.0312832,0.0312832,0.0312832,0.0312832,0.0312832,0.0312832,0.0312832,0.0312832,0.0312832,0.0312832,0.0312832,0.0312832,0.0312832,0.0312832,0.0312832,0.0312832,0.0312832,0.0312832,0.0312832,0.0312832,0.0312832,0.0135063,0.0224713,0.0578626,0.0612783
234,0.0289433,0.0151134,0.0124538,0.0124538,0.0124538,0.0124538,0.0124538,0.0124538,0.0124538,0.0124538,0.0124538,0.0124538,0.0124538,0.0124538,0.0124538,0.0124538,0.0124538,0.0124538,0.0124538,0.0124538,0.0124538,0.0124538,0.0124538,0.0124538,0.0124538,0.000874447,0.00223263,0.00235888,0.00235888,0.00235888,0.00235888,0.00235888,0.00235888,0.00235888,0.00235888,0.00235888,0.00235888,0.00235888,0.00235888,0.00235888,0.00235888,0.00235888,0.00235888,0.00235888,0.00235888,0.00235888,0.00235888,0.00235888,0.00235888,0.00235888,0.0101822,0.022654,0.0251873,0.0251873,0.0251873,0.0251873,0.0251873,0.0251873,0.0251873,0.0251873,0.0251873,0.0251873,0.0251873,0.0251873,0.0251873,0.0251873,0.0251873,0.0251873,0.0251873,0.0251873,0.0251873,0.0251873,0.0251873,0.0251873,0.0251873,0.0135853,0.0285543,0.0314716,0.0314716,0.0314716,0.0314716,0.0314716,0.0314716,0.0314716,0.0314716,0.0314716,0.0314716,0.0314716,0.0314716,0.0314716,0.0314716,0.0314716,0.0314716,0.0314716,0.0314716,0.0314716,0.0314716,0.0314716,0.0314716,0.0314716,0.0135853,0.0218612,0.0558158,0.0589721
235,0.0288954,0.0150006,0.0123435,0.0123435,0.0123435,0.0123435,0.0123435,0.0123435,0.0123435,0.0123435,0.0123435,0.0123435,0.0123435,0.0123435,0.0123435,0.0123435,0.0123435,0.0123435,0.0123435,0.0123435,0.0123435,0.0123435,0.0123435,0.0123435,0.0123435,0.000849793,0.00215193,0.0022685,0.0022685,0.0022685,0.0022685,0.0022685,0.0022685,0.0022685,0.0022685,0.0022685,0.0022685,0.0022685,0.0022685,0.0022685,0.0022685,0.0022685,0.0022685,0.0022685,0.0022685,0.0022685,0.0022685,0.0022685,0.0022685,0.0022685,0.0102548,0.0228474,0.025388,0.025388,0.025388,0.025388,0.025388,0.025388,0.025388,0.025388,0.025388,0.025388,0.025388,0.025388,0.025388,0.025388,0.025388,0.025388,0.025388,0.025388,0.025388,0.025388,0.025388,0.025388,0.025388,0.0136613,0.0287294,0.0316512,0.0316512,0.0316512,0.0316512,0.0316512,0.0316512,0.0316512,0.0316512,0.0316512,0.0316512,0.0316512,0.0316512,0.0316512,0.0316512,0.0316512,0.0316512,0.0316512,0.0316512,0.0316512,0.0316512,0.0316512,0.0316512,0.0316512,0.0136613,0.0212448,0.0537982,0.0567124
236,0.0288507,0.0148963,0.0122421,0.0122421,0.0122421,0.0122421,0.0122421,0.0122421,0.0122421,0.0122421,0.0122421,0.0122421,0.0122421,0.0122421,0.0122421,0.0122421,0.0122421,0.0122421,0.0122421,0.0122421,0.0122421,0.0122421,0.0122421,0.0122421,0.0122421,0.000824992,0.0020726,0.00218014,0.00218014,0.00218014,0.00218014,0.00218014,0.00218014,0.00218014,0.00218014,0.00218014,0.00218014,0.00218014,0.00218014,0.00218014,0.00218014,0.00218014,0.00218014,0.00218014,0.00218014,0.00218014,0.00218014,0.00218014,0.00218014,0.00218014,0.0103244,0.0230311,0.0255777,0.0255777,0.0255777,0.0255777,0.0255777,0.0255777,0.0255777,0.0255777,0.0255777,0.0255777,0.0255777,0.0255777,0.0255777,0.0255777,0.0255777,0.0255777,0.0255777,0.0255777,0.0255777,0.0255777,0.0255777,0.0255777,0.0255777,0.0137342,0.0288965,0.0318224,0.0318224,0.0318224,0.0318224,0.0318224,0.0318224,0.0318224,0.0318224,0.0318224,0.0318224,0.0318224,0.0318224,0.0318224,0.0318224,0.0318224,0.0318224,0.0318224,0.0318224,0.0318224,0.0318224,0.0318224,0.0318224,0.0318224,0.0137342,0.0206248,0.0518149,0.0545036
237,0.0288091,0.0148002,0.0121493,0.0121493,0.0121493,0.0121493,0.0121493,0.0121493,0.0121493,0.0121493,0.0121493,0.0121493,0.0121493,0.0121493,0.0121493,0.0121493,0.0121493,0.0121493,0.0121493,0.0121493,0.0121493,0.0121493,0.0121493,0.0121493,0.0121493,0.00080014,0.00199481,0.00209398,0.00209398,0.00209398,0.00209398,0.00209398,0.00209398,0.00209398,0.00209398,0.00209398,0.00209398,0.00209398,0.00209398,0.00209398,0.00209398,0.00209398,0.00209398,0.00209398,0.00209398,0.00209398,0.00209398,0.00209398,0.00209398,0.00209398,0.0103908,0.023205,0.0257568,0.0257568,0.0257568,0.0257568,0.0257568,0.0257568,0.0257568,0.0257568,0.0257568,0.0257568,0.0257568,0.0257568,0.0257568,0.0257568,0.0257568,0.0257568,0.0257568,0.0257568,0.0257568,0.0257568,0.0257568,0.0257568,0.0257568,0.0138041,0.029056,0.0319856,0.0319856,0.0319856,0.0319856,0.0319856,0.0319856,0.0319856,0.0319856,0.0319856,0.0319856,0.0319856,0.0319856,0.0319856,0.0319856,0.0319856,0.0319856,0.0319856,0.0319856,0.0319856,0.0319856,0.0319856,0.0319856,0.0319856,0.0138041,0.0200035,0.0498702,0.0523494
238,0.0287705,0.0147118,0.0120645,0.0120645,0.0120645,0.0120645,0.0120645,0.0120645,0.0120645,0.0120645,0.0120645,0.0120645,0.0120645,0.0120645,0.0120645,0.0120645,0.0120645,0.0120645,0.0120645,0.0120645,0.0120645,0.0120645,0.0120645,0.0120645,0.0120645,0.000775324,0.00191871,0.00201011,0.00201011,0.00201011,0.00201011,0.00201011,0.00201011,0.00201011,0.00201011,0.00201011,0.00201011,0.00201011,0.00201011,0.00201011,0.00201011,0.00201011,0.00201011,0.00201011,0.00201011,0.00201011,0.00201011,0.00201011,0.00201011,0.00201011,0.0104542,0.0233695,0.0259254,0.0259254,0.0259254,0.0259254,0.0259254,0.0259254,0.0259254,0.0259254,0.0259254,0.0259254,0.0259254,0.0259254,0.0259254,0.0259254,0.0259254,0.0259254,0.0259254,0.0259254,0.0259254,0.0259254,0.0259254,0.0259254,0.0259254,0.0138713,0.0292082,0.0321411,0.0321411,0.0321411,0.0321411,0.0321411,0.0321411,0.0321411,0.0321411,0.0321411,0.0321411,0.0321411,0.0321411,0.0321411,0.0321411,0.0321411,0.0321411,0.0321411,0.0321411,0.0321411,0.0321411,0.0321411,0.0321411,0.0321411,0.0138713,0.0193831,0.0479676,0.0502527
239,0.0287349,0.0146307,0.0119874,0.0119874,0.0119874,0.0119874,0.0119874,0.0119874,0.0119874,0.0119874,0.0119874,0.0119874,0.0119874,0.0119874,0.0119874,0.0119874,0.0119874,0.0119874,0.0119874,0.0119874,0.0119874,0.0119874,0.0119874,0.0119874,0.0119874,0.000750626,0.00184442,0.00192864,0.00192864,0.00192864,0.00192864,0.00192864,0.00192864,0.00192864,0.00192864,0.00192864,0.00192864,0.00192864,0.00192864,0.00192864,0.00192864,0.00192864,0.00192864,0.00192864,0.00192864,0.00192864,0.00192864,0.00192864,0.00192864,0.00192864,0.0105145,0.0235248,0.0260839,0.0260839,0.0260839,0.0260839,0.0260839,0.0260839,0.0260839,0.0260839,0.0260839,0.0260839,0.0260839,0.0260839,0.0260839,0.0260839,0.0260839,0.0260839,0.0260839,0.0260839,0.0260839,0.0260839,0.0260839,0.0260839,0.0260839,0.0139356,0.0293535,0.0322895,0.0322895,0.0322895,0.0322895,0.0322895,0.0322895,0.0322895,0.0322895,0.0322895,0.0322895,0.0322895,0.0322895,0.0322895,0.0322895,0.0322895,0.0322895,0.0322895,0.0322895,0.0322895,0.0322895,0.0322895,0.0322895,0.0322895,0.0139356,0.0187656,0.0461104,0.0482159
240,0.0287021,0.0145568,0.0119177,0.0119177,0.0119177,0.0119177,0.0119177,0.0119177,0.0119177,0.0119177,0.0119177,0.0119177,0.0119177,0.0119177,0.0119177,0.0119177,0.0119177,0.0119177,0.0119177,0.0119177,0.0119177,0.0119177,0.0119177,0.0119177,0.0119177,0.000726117,0.00177204,0.00184963,0.00184963,0.00184963,0.00184963,0.00184963,0.00184963,0.00184963,0.00184963,0.00184963,0.00184963,0.00184963,0.00184963,0.00184963,0.00184963,0.00184963,0.00184963,0.00184963,0.00184963,0.00184963,0.00184963,0.00184963,0.00184963,0.00184963,0.0105717,0.0236712,0.0262327,0.0262327,0.0262327,0.0262327,0.0262327,0.0262327,0.0262327,0.0262327,0.0262327,0.0262327,0.0262327,0.0262327,0.0262327,0.0262327,0.0262327,0.0262327,0.0262327,0.0262327,0.0262327,0.0262327,0.0262327,0.0262327,0.0262327,0.0139972,0.0294921,0.0324309,0.0324309,0.0324309,0.0324309,0.0324309,0.0324309,0.0324309,0.0324309,0.0324309,0.0324309,0.0324309,0.0324309,0.0324309,0.0324309,0.0324309,0.0324309,0.0324309,0.0324309,0.0324309,0.0324309,0.0324309,0.0324309,0.0324309,0.0139972,0.0181529,0.0443009,0.0462407
241,0.0286721,0.0144896,0.0118549,0.0118549,0.0118549,0.0118549,0.0118549,0.0118549,0.0118549,0.0118549,0.0118549,0.0118549,0.0118549,0.0118549,0.0118549,0.0118549,0.0118549,0.0118549,0.0118549,0.0118549,0.0118549,0.0118549,0.0118549,0.0118549,0.0118549,0.000701864,0.00170164,0.00177313,0.00177313,0.00177313,0.00177313,0.00177313,0.00177313,0.00177313,0.00177313,0.00177313,0.00177313,0.00177313,0.00177313,0.00177313,0.00177313,0.00177313,0.00177313,0.00177313,0.00177313,0.00177313,0.00177313,0.00177313,0.00177313,0.00177313,0.010626,0.0238088,0.026372,0.026372,0.026372,0.026372,0.026372,0.026372,0.026372,0.026372,0.026372,0.026372,0.026372,0.026372,0.026372,0.026372,0.026372,0.026372,0.026372,0.026372,0.026372,0.026372,0.026372,0.026372,0.026372,0.0140563,0.0296244,0.0325657,0.0325657,0.0325657,0.0325657,0.0325657,0.0325657,0.0325657,0.0325657,0.0325657,0.0325657,0.0325657,0.0325657,0.0325657,0.0325657,0.0325657,0.0325657,0.0325657,0.0325657,0.0325657,0.0325657,0.0325657,0.0325657,0.0325657,0.0140563,0.0175466,0.0425411,0.0443283
242,0.0286447,0.0144288,0.0117987,0.0117987,0.0117987,0.0117987,0.0117987,0.0117987,0.0117987,0.0117987,0.0117987,0.0117987,0.0117987,0.0117987,0.0117987,0.0117987,0.0117987,0.0117987,0.0117987,0.0117987,0.0117987,0.0117987,0.0117987,0.0117987,0.0117987,0.000677924,0.0016333,0.00169918,0.00169918,0.00169918,0.00169918,0.00169918,0.00169918,0.00169918,0.00169918,0.00169918,0.00169918,0.00169918,0.00169918,0.00169918,0.00169918,0.00169918,0.00169918,0.00169918,0.00169918,0.00169918,0.00169918,0.00169918,0.00169918,0.00169918,0.0106773,0.0239379,0.0265021,0.0265021,0.0265021,0.0265021,0.0265021,0.0265021,0.0265021,0.0265021,0.0265021,0.0265021,0.0265021,0.0265021,0.0265021,0.0265021,0.0265021,0.0265021,0.0265021,0.0265021,0.0265021,0.0265021,0.0265021,0.0265021,0.0265021,0.0141129,0.0297506,0.0326943,0.0326943,0.0326943,0.0326943,0.0326943,0.0326943,0.0326943,0.0326943,0.0326943,0.0326943,0.0326943,0.0326943,0.0326943,0.0326943,0.0326943,0.0326943,0.0326943,0.0326943,0.0326943,0.0326943,0.0326943,0.0326943,0.0326943,0.0141129,0.0169481,0.0408325,0.0424794
243,0.0286199,0.0143741,0.0117488,0.0117488,0.0117488,0.0117488,0.0117488,0.0117488,0.0117488,0.0117488,0.0117488,0.0117488,0.0117488,0.0117488,0.0117488,0.0117488,0.0117488,0.0117488,0.0117488,0.0117488,0.0117488,0.0117488,0.0117488,0.0117488,0.0117488,0.00065435,0.00156705,0.00162778,0.00162778,0.00162778,0.00162778,0.00162778,0.00162778,0.00162778,0.00162778,0.00162778,0.00162778,0.00162778,0.00162778,0.00162778,0.00162778,0.00162778,0.00162778,0.00162778,0.00162778,0.00162778,0.00162778,0.00162778,0.00162778,0.00162778,0.0107257,0.0240589,0.0266234,0.0266234,0.0266234,0.0266234,0.0266234,0.0266234,0.0266234,0.0266234,0.0266234,0.0266234,0.0266234,0.0266234,0.0266234,0.0266234,0.0266234,0.0266234,0.0266234,0.0266234,0.0266234,0.0266234,0.0266234,0.0266234,0.0266234,0.014167,0.029871,0.032817,0.032817,0.032817,0.032817,0.032817,0.032817,0.032817,0.032817,0.032817,0.032817,0.032817,0.032817,0.032817,0.032817,0.032817,0.032817,0.032817,0.032817,0.032817,0.032817,0.032817,0.032817,0.032817,0.014167,0.0163588,0.0391762,0.0406944
