 Iv,Is,Ig
0.00912752,0.00936703,0.0117565
0.00887201,0.0091061,0.0114674
0.00862391,0.00885262,0.0111845
0.00838299,0.00860639,0.0109078
0.00814903,0.0083672,0.0106372
0.00791983,0.00813451,0.010381
0.00769371,0.00790799,0.0101466
0.00747119,0.00768772,0.00993287
0.00725274,0.00747379,0.00973865
0.00703875,0.00726627,0.00956297
0.00682955,0.00706523,0.0094049
0.00662543,0.00687073,0.00926367
0.00642661,0.00668281,0.00913856
0.0062333,0.00650152,0.00902894
0.00604564,0.00632688,0.00893426
0.00586376,0.00615892,0.00885407
0.00568776,0.00599765,0.00878795
0.0055177,0.00584309,0.00873557
0.00535363,0.00569525,0.00869667
0.00519558,0.00555412,0.00867102
0.00504356,0.00541971,0.00865849
0.00489756,0.00529202,0.00865899
0.00475757,0.00517104,0.00867247
0.00462355,0.00505676,0.00869896
0.00449549,0.00494919,0.00873855
0.00437332,0.00484833,0.00879136
0.004257,0.00475418,0.00885759
0.00414648,0.00466674,0.00893749
0.0040417,0.00458602,0.00903136
0.0039426,0.00451206,0.00913958
0.00384913,0.00444487,0.00926257
0.00376123,0.00438448,0.00940082
0.00367884,0.00433096,0.0095549
0.00360191,0.00428434,0.00972543
0.00353038,0.00424471,0.00991313
0.00346422,0.00421214,0.0101188
0.00340337,0.00418674,0.0103432
0.00334779,0.00416862,0.0105873
0.00329747,0.00415792,0.0108523
0.00325237,0.00415479,0.0111391
0.00321248,0.00415941,0.011449
0.00317779,0.00417197,0.0117834
0.0031483,0.00419271,0.0121437
0.00312401,0.00422188,0.0125315
0.00310495,0.00425975,0.0129484
0.00309115,0.00430665,0.0133962
0.00308264,0.0043629,0.013877
0.00307948,0.0044289,0.0143928
0.00308172,0.00450507,0.0149459
0.00308945,0.00459185,0.0155387
0.00310276,0.00468976,0.0161737
0.00312174,0.00479934,0.0168537
0.00314651,0.00492117,0.0175816
0.00317719,0.0050559,0.0183606
0.00321393,0.00520422,0.0191938
0.00325688,0.00536688,0.0200847
0.00330621,0.00554467,0.021037
0.0033621,0.00573846,0.0220544
0.00342474,0.00594914,0.0231409
0.00349434,0.00617769,0.0243004
0.00357112,0.00642514,0.0255373
0.00365529,0.00669257,0.0268558
0.00374709,0.0069811,0.0282602
0.00384676,0.00729193,0.0297547
0.00395453,0.00762626,0.0313438
0.00407065,0.00798536,0.0330315
0.00419535,0.00837051,0.0348217
0.00432884,0.00878302,0.0367181
0.00447135,0.00922417,0.038724
0.00462306,0.00969525,0.040842
0.00478413,0.0101975,0.0430741
0.00495469,0.010732,0.0454216
0.00513482,0.0113,0.0478847
0.00532454,0.0119023,0.0504625
0.00552383,0.0125398,0.0531527
0.00573256,0.013213,0.0559515
0.00595056,0.0139223,0.0588534
0.00617753,0.0146676,0.061851
0.00641308,0.0154488,0.064935
0.00665669,0.0162652,0.0680937
0.00690772,0.0171156,0.0713134
0.0071654,0.0179984,0.0745779
0.0074288,0.0189116,0.0778689
0.00769687,0.0198525,0.0811659
0.00796839,0.0208179,0.0844464
0.00824201,0.0218039,0.0876861
0.00851624,0.0228063,0.0908593
0.00878944,0.02382,0.0939392
0.00905988,0.0248396,0.0968986
0.00933334,0.0258514,0.0996592
0.00961447,0.0268398,0.102144
0.00989975,0.0277965,0.104329
0.0101857,0.0287131,0.106194
0.010469,0.0295816,0.107727
0.0107464,0.0303949,0.108915
0.0110149,0.0311461,0.109756
0.0112715,0.0318294,0.110247
0.0115136,0.0324397,0.110395
0.0117389,0.0329728,0.110208
0.0119452,0.0334257,0.109698
0.0121307,0.0337961,0.108882
0.012294,0.0340827,0.107778
0.0124337,0.0342853,0.106407
0.0125492,0.0344046,0.104792
0.0126396,0.0344417,0.102958
0.0127048,0.0343991,0.100927
0.0127447,0.0342793,0.0987248
0.0127594,0.034086,0.0963756
0.0127495,0.0338228,0.0939029
0.0127155,0.0334941,0.0913293
0.0126582,0.0331043,0.0886763
0.0125787,0.0326583,0.0859641
0.012478,0.032161,0.0832114
0.0123573,0.0316173,0.0804354
0.0122179,0.0310321,0.0776517
0.0120612,0.0304103,0.0748745
0.0118884,0.0297568,0.0721162
0.0117011,0.0290762,0.069388
0.0115006,0.0283728,0.0666995
0.0112883,0.027651,0.0640588
0.0110656,0.0269147,0.0614731
0.0108338,0.0261677,0.0589482
0.0105943,0.0254136,0.0564889
0.0103483,0.0246555,0.054099
0.0100969,0.0238965,0.0517813
0.0098414,0.0231393,0.0495381
0.00958277,0.0223864,0.0473708
0.00932204,0.0216399,0.0452801
0.00906014,0.0209019,0.0432662
0.00879794,0.0201741,0.0413291
0.00853625,0.0194582,0.039468
0.0082758,0.0187553,0.0376821
0.00801726,0.0180668,0.0359699
0.00776123,0.0173935,0.03433
0.00750826,0.0167362,0.0327608
0.00725884,0.0160957,0.0312603
0.00701339,0.0154725,0.0298265
0.00677229,0.0148669,0.0284574
0.00653588,0.0142792,0.0271508
0.00630442,0.0137096,0.0259045
0.00607815,0.0131582,0.0247162
0.00585727,0.0126249,0.0235839
0.00564195,0.0121098,0.0225051
0.00543229,0.0116126,0.0214778
0.00522839,0.0111331,0.0204998
0.00503032,0.0106711,0.019569
0.0048381,0.0102264,0.0186832
0.00465176,0.00979849,0.0178405
0.00447127,0.00938712,0.0170389
0.0042966,0.00899187,0.0162764
0.00412772,0.00861234,0.0155514
0.00396456,0.00824811,0.0148619
0.00380703,0.00789873,0.0142062
0.00365506,0.00756378,0.0135829
0.00350854,0.00724278,0.0129901
0.00336737,0.0069353,0.0124265
0.00323143,0.00664088,0.0118906
0.0031006,0.00635906,0.0113811
0.00297475,0.00608939,0.0108965
0.00285376,0.00583143,0.0104357
0.0027375,0.00558474,0.00999745
0.00262582,0.00534889,0.00958059
0.00251859,0.00512345,0.00918405
0.00241567,0.00490802,0.00880679
0.00231694,0.00470219,0.00844784
0.00222224,0.00450556,0.00810625
0.00213145,0.00431776,0.00778114
0.00204442,0.00413841,0.00747167
0.00196104,0.00396715,0.00717703
0.00188116,0.00380365,0.00689648
0.00180465,0.00364755,0.00662929
0.0017314,0.00349854,0.00637477
0.00166127,0.00335631,0.00613229
0.00159415,0.00322054,0.00590123
0.00152992,0.00309097,0.005681
0.00146847,0.0029673,0.00547107
0.00140968,0.00284926,0.0052709
0.00135345,0.00273661,0.00508001
0.00129966,0.00262909,0.00489792
0.00124823,0.00252648,0.0047242
0.00119905,0.00242854,0.00455842
0.00115203,0.00233505,0.00440019
0.00110707,0.00224582,0.00424912
0.0010641,0.00216064,0.00410488
0.00102301,0.00207932,0.00396711
0.000983739,0.00200168,0.0038355
0.000946199,0.00192756,0.00370974
0.000910315,0.00185679,0.00358955
0.000876016,0.0017892,0.00347466
0.00084323,0.00172465,0.00336481
0.000811892,0.001663,0.00325976
0.000781937,0.00160411,0.00315927
0.000753304,0.00154785,0.00306313
0.000725932,0.0014941,0.00297113
0.000699766,0.00144274,0.00288307
0.000674752,0.00139365,0.00279877
0.000650838,0.00134673,0.00271805
0.000627973,0.00130188,0.00264074
0.000606111,0.00125901,0.00256668
0.000585206,0.00121801,0.00249573
0.000565215,0.0011788,0.00242775
0.000546097,0.00114131,0.00236258
0.000527812,0.00110544,0.00230012
0.000510321,0.00107112,0.00224023
0.00049359,0.00103829,0.0021828
0.000477584,0.00100686,0.00212771
0.000462269,0.000976788,0.00207488
0.000447616,0.000947999,0.00202419
0.000433592,0.000920437,0.00197556
0.000420171,0.000894046,0.00192888
0.000407325,0.000868773,0.00188409
0.000395028,0.000844567,0.0018411
0.000383255,0.00082138,0.00179982
0.000371983,0.000799167,0.0017602
0.00036119,0.000777883,0.00172216
0.000350853,0.000757487,0.00168563
0.000340953,0.00073794,0.00165055
0.000331471,0.000719205,0.00161686
0.000322387,0.000701246,0.00158451
0.000313684,0.000684028,0.00155345
0.000305346,0.000667521,0.00152361
0.000297356,0.000651692,0.00149496
0.000289699,0.000636514,0.00146744
0.000282361,0.000621957,0.00144102
0.000275328,0.000607997,0.00141565
0.000268586,0.000594607,0.00139129
0.000262124,0.000581764,0.0013679
0.000255928,0.000569446,0.00134545
0.000249989,0.00055763,0.0013239
0.000244295,0.000546296,0.00130323
0.000238835,0.000535425,0.00128339
0.000233601,0.000524997,0.00126436
0.000228582,0.000514996,0.00124612
0.00022377,0.000505404,0.00122863
0.000219157,0.000496206,0.00121187
0.000214734,0.000487386,0.00119581
0.000210493,0.000478929,0.00118044
0.000206428,0.000470822,0.00116573
0.000202531,0.000463053,0.00115165
0.000198796,0.000455607,0.0011382
0.000195216,0.000448474,0.00112535
0.000191786,0.000441642,0.00111309
0.0001885,0.0004351,0.00110139
0.000185352,0.000428839,0.00109024
0.000182338,0.000422848,0.00107962
0.000179452,0.000417118,0.00106953
0.000176689,0.000411641,0.00105995
0.000174046,0.000406409,0.00105086
0.000171518,0.000401412,0.00104225
0.000169101,0.000396645,0.00103411
0.000166791,0.000392099,0.00102643
0.000164585,0.000387767,0.0010192
0.000162478,0.000383645,0.00101241
0.000160469,0.000379725,0.00100606
0.000158554,0.000376001,0.00100012
0.000156729,0.000372469,0.000994599
0.000154992,0.000369123,0.000989484
0.000153341,0.000365958,0.00098477
0.000151773,0.00036297,0.000980448
0.000150285,0.000360154,0.000976514
0.000148875,0.000357506,0.000972962
0.000147542,0.000355023,0.000969787
0.000146283,0.0003527,0.000966984
0.000145096,0.000350535,0.000964549
0.000143979,0.000348524,0.000962479
0.000142931,0.000346664,0.00096077
0.000141951,0.000344953,0.000959419
0.000141036,0.000343387,0.000958423
0.000140185,0.000341965,0.000957781
0.000139398,0.000340684,0.000957491
0.000138672,0.000339543,0.000957551
0.000138007,0.000338539,0.00095796
0.000137402,0.000337671,0.000958719
0.000136855,0.000336938,0.000959826
0.000136366,0.000336337,0.000961281
0.000135934,0.000335868,0.000963086
0.000135559,0.00033553,0.000965241
0.000135238,0.000335322,0.000967747
0.000134973,0.000335243,0.000970606
0.000134762,0.000335293,0.00097382
0.000134606,0.000335471,0.000977391
0.000134503,0.000335777,0.000981322
0.000134453,0.00033621,0.000985615
0.000134455,0.000336772,0.000990276
0.000134511,0.000337461,0.000995306
0.000134619,0.000338279,0.00100071
0.00013478,0.000339226,0.00100649
0.000134993,0.000340301,0.00101266
0.000135259,0.000341507,0.00101922
0.000135577,0.000342844,0.00102617
0.000135948,0.000344312,0.00103353
0.000136372,0.000345914,0.00104129
0.000136849,0.000347649,0.00104946
0.00013738,0.00034952,0.00105806
0.000137965,0.000351529,0.00106709
0.000138604,0.000353676,0.00107656
0.000139297,0.000355964,0.00108647
0.000140046,0.000358395,0.00109685
0.000140851,0.000360971,0.00110769
0.000141713,0.000363694,0.001119
0.000142632,0.000366567,0.00113081
0.00014361,0.000369592,0.00114311
0.000144646,0.000372772,0.00115592
0.000145743,0.000376111,0.00116926
0.000146901,0.000379611,0.00118314
0.00014812,0.000383275,0.00119756
0.000149403,0.000387108,0.00121255
0.000150751,0.000391112,0.00122812
0.000152164,0.000395292,0.00124428
0.000153644,0.000399652,0.00126106
0.000155193,0.000404196,0.00127846
0.000156811,0.000408929,0.00129651
0.000158502,0.000413855,0.00131522
0.000160265,0.000418979,0.00133462
0.000162103,0.000424306,0.00135472
0.000164018,0.000429842,0.00137555
0.000166012,0.000435592,0.00139712
0.000168087,0.000441562,0.00141946
0.000170244,0.000447759,0.00144259
0.000172486,0.000454188,0.00146653
0.000174816,0.000460857,0.00149132
0.000177235,0.000467772,0.00151698
0.000179747,0.00047494,0.00154353
0.000182353,0.00048237,0.00157101
0.000185056,0.000490068,0.00159944
0.00018786,0.000498043,0.00162885
0.000190768,0.000506304,0.00165929
0.000193781,0.000514859,0.00169077
0.000196904,0.000523718,0.00172333
0.00020014,0.00053289,0.00175702
0.000203492,0.000542385,0.00179186
0.000206965,0.000552213,0.00182789
0.000210561,0.000562385,0.00186517
0.000214284,0.000572913,0.00190372
0.000218139,0.000583807,0.00194359
0.00022213,0.000595081,0.00198482
0.000226262,0.000606746,0.00202747
0.000230538,0.000618815,0.00207158
0.000234963,0.000631302,0.00211719
0.000239544,0.000644221,0.00216437
0.000244283,0.000657586,0.00221317
0.000249188,0.000671413,0.00226363
0.000254263,0.000685717,0.00231582
0.000259514,0.000700514,0.0023698
0.000264947,0.000715821,0.00242563
0.000270568,0.000731656,0.00248337
0.000276383,0.000748037,0.0025431
0.0002824,0.000764981,0.00260487
0.000288625,0.00078251,0.00266876
0.000295065,0.000800642,0.00273484
0.000301727,0.000819399,0.00280319
0.000308619,0.000838801,0.00287388
0.000315749,0.000858873,0.00294701
0.000323126,0.000879635,0.00302264
0.000330757,0.000901113,0.00310087
0.000338651,0.000923332,0.00318178
0.000346818,0.000946315,0.00326548
0.000355266,0.000970091,0.00335204
0.000364006,0.000994685,0.00344158
0.000373047,0.00102013,0.00353418
0.000382401,0.00104644,0.00362996
0.000392076,0.00107367,0.00372902
0.000402086,0.00110183,0.00383146
0.00041244,0.00113096,0.00393741
0.000423151,0.00116109,0.00404697
0.000434231,0.00119226,0.00416027
0.000445692,0.0012245,0.00427742
0.000457547,0.00125784,0.00439856
0.000469809,0.00129232,0.0045238
0.000482493,0.00132799,0.00465327
0.000495611,0.00136487,0.00478712
0.000509179,0.00140302,0.00492547
0.00052321,0.00144246,0.00506846
0.000537721,0.00148324,0.00521623
0.000552727,0.00152541,0.00536893
0.000568243,0.001569,0.0055267
0.000584287,0.00161407,0.00568968
0.000600873,0.00166065,0.00585803
0.00061802,0.0017088,0.00603189
0.000635745,0.00175855,0.00621142
0.000654066,0.00180996,0.00639676
0.000673,0.00186308,0.00658807
0.000692565,0.00191795,0.0067855
0.000712781,0.00197463,0.00698919
0.000733666,0.00203316,0.00719931
0.000755238,0.00209359,0.007416
0.000777518,0.00215598,0.00763941
0.000800524,0.00222037,0.00786968
0.000824277,0.00228682,0.00810696
0.000848794,0.00235537,0.00835137
0.000874097,0.00242608,0.00860307
0.000900205,0.00249899,0.00886216
0.000927136,0.00257416,0.00912878
0.00095491,0.00265163,0.00940304
0.000983547,0.00273145,0.00968504
0.00101306,0.00281366,0.00997488
0.00104348,0.00289831,0.0102727
0.00107482,0.00298544,0.0105784
0.00110709,0.00307509,0.0108923
0.00114031,0.0031673,0.0112142
0.0011745,0.0032621,0.0115443
0.00120967,0.00335952,0.0118825
0.00124583,0.0034596,0.012229
0.00128301,0.00356235,0.0125835
0.00132121,0.0036678,0.0129462
0.00136044,0.00377596,0.0133169
0.00140072,0.00388685,0.0136955
0.00144204,0.00400046,0.014082
0.00148442,0.0041168,0.0144762
0.00152786,0.00423587,0.0148779
0.00157235,0.00435765,0.015287
0.00161791,0.00448211,0.0157032
0.00166452,0.00460924,0.0161262
0.00171219,0.00473899,0.0165559
0.00176089,0.00487132,0.0169918
0.00181063,0.00500619,0.0174336
0.00186139,0.00514352,0.017881
0.00191315,0.00528325,0.0183334
0.00196588,0.00542529,0.0187905
0.00201958,0.00556956,0.0192517
0.0020742,0.00571595,0.0197166
0.00212972,0.00586436,0.0201844
0.0021861,0.00601465,0.0206547
0.00224331,0.00616669,0.0211268
0.0023013,0.00632035,0.0216
0.00236002,0.00647545,0.0220736
0.00241942,0.00663185,0.0225469
0.00247945,0.00678934,0.0230191
0.00254005,0.00694776,0.0234895
0.00260115,0.00710689,0.0239571
0.00266269,0.00726653,0.0244212
0.00272459,0.00742646,0.0248809
0.00278678,0.00758645,0.0253354
0.00284918,0.00774625,0.0257836
0.00291171,0.00790563,0.0262249
0.00297429,0.00806432,0.0266581
0.00303681,0.00822207,0.0270825
0.00309919,0.00837861,0.0274972
0.00316134,0.00853367,0.0279012
0.00322315,0.00868697,0.0282936
0.00328453,0.00883824,0.0286737
0.00334538,0.00898719,0.0290406
0.00340559,0.00913354,0.0293934
0.00346505,0.00927701,0.0297314
0.00352367,0.00941733,0.0300538
0.00358134,0.00955422,0.0303599
0.00363795,0.00968741,0.030649
0.00369341,0.00981662,0.0309206
0.0037476,0.00994162,0.0311739
0.00380043,0.0100621,0.0314086
0.00385179,0.0101779,0.0316242
0.00390159,0.0102888,0.0318201
0.00394974,0.0103945,0.0319961
0.00399615,0.0104948,0.0321519
0.00404073,0.0105896,0.0322873
0.00408339,0.0106786,0.032402
0.00412405,0.0107617,0.032496
0.00416266,0.0108387,0.0325692
0.00419912,0.0109096,0.0326217
0.00423339,0.0109742,0.0326535
0.00426541,0.0110324,0.0326648
0.00429511,0.0110841,0.0326557
0.00432247,0.0111293,0.0326266
0.00434743,0.011168,0.0325777
0.00436997,0.0112,0.0325094
0.00439006,0.0112254,0.032422
0.00440767,0.0112443,0.0323161
0.0044228,0.0112565,0.0321922
0.00443544,0.0112623,0.0320507
0.00444558,0.0112616,0.0318922
0.00445324,0.0112546,0.0317174
0.00445841,0.0112412,0.0315269
0.00446113,0.0112217,0.0313213
0.00446141,0.0111962,0.0311012
0.00445928,0.0111647,0.0308675
0.00445478,0.0111274,0.0306207
0.00444794,0.0110846,0.0303617
0.00443881,0.0110362,0.0300911
0.00442743,0.0109826,0.0298096
0.00441387,0.0109239,0.029518
0.00439817,0.0108603,0.029217
0.00438039,0.010792,0.0289073
0.0043606,0.0107192,0.0285897
0.00433887,0.0106421,0.0282648
0.00431526,0.0105609,0.0279333
0.00428985,0.0104759,0.0275959
0.0042627,0.0103871,0.0272532
0.0042339,0.010295,0.026906
0.00420351,0.0101996,0.0265548
0.00417162,0.0101012,0.0262002
0.0041383,0.00999997,0.0258429
0.00410363,0.00989618,0.0254833
0.0040677,0.00979001,0.0251221
0.00403057,0.00968167,0.0247597
0.00399233,0.00957135,0.0243967
0.00395305,0.00945927,0.0240335
0.00391281,0.0093456,0.0236705
0.00387169,0.00923055,0.0233083
0.00382977,0.0091143,0.0229471
0.00378711,0.00899701,0.0225875
0.00374378,0.00887888,0.0222296
0.00369987,0.00876006,0.021874
0.00365543,0.00864071,0.0215208
0.00361054,0.00852099,0.0211704
0.00356525,0.00840105,0.020823
0.00351964,0.00828102,0.0204789
0.00347376,0.00816105,0.0201384
0.00342768,0.00804126,0.0198016
0.00338144,0.00792178,0.0194687
0.00333511,0.00780271,0.0191399
0.00328873,0.00768418,0.0188154
0.00324236,0.00756627,0.0184953
0.00319604,0.0074491,0.0181797
0.00314982,0.00733275,0.0178687
0.00310375,0.00721731,0.0175625
0.00305785,0.00710285,0.0172611
0.00301218,0.00698945,0.0169645
0.00296677,0.00687717,0.016673
0.00292165,0.00676609,0.0163864
0.00287686,0.00665626,0.0161048
0.00283242,0.00654772,0.0158284
0.00278836,0.00644054,0.015557
0.00274472,0.00633475,0.0152906
0.00270151,0.00623039,0.0150294
0.00265876,0.00612749,0.0147733
0.00261649,0.0060261,0.0145222
0.00257471,0.00592622,0.0142762
0.00253345,0.0058279,0.0140352
0.00249272,0.00573114,0.0137992
0.00245253,0.00563597,0.0135681
0.0024129,0.0055424,0.013342
0.00237384,0.00545043,0.0131207
0.00233535,0.00536008,0.0129043
0.00229746,0.00527135,0.0126926
0.00226015,0.00518425,0.0124857
0.00222345,0.00509877,0.0122834
0.00218735,0.00501491,0.0120857
0.00215187,0.00493267,0.0118926
0.00211699,0.00485205,0.0117039
0.00208273,0.00477303,0.0115197
0.00204909,0.00469562,0.0113398
0.00201606,0.00461978,0.0111641
0.00198365,0.00454553,0.0109927
0.00195186,0.00447284,0.0108255
0.00192068,0.0044017,0.0106623
0.00189011,0.00433209,0.0105031
0.00186014,0.004264,0.0103478
0.00183079,0.00419741,0.0101964
0.00180203,0.00413231,0.0100488
0.00177387,0.00406867,0.00990488
0.0017463,0.00400648,0.00976464
0.00171931,0.00394572,0.00962799
0.00169291,0.00388636,0.00949486
0.00166708,0.0038284,0.00936518
0.00164182,0.0037718,0.00923888
0.00161712,0.00371655,0.0091159
0.00159298,0.00366263,0.00899618
0.00156938,0.00361001,0.00887964
0.00154632,0.00355868,0.00876622
0.0015238,0.00350861,0.00865587
0.00150181,0.00345978,0.00854852
0.00148033,0.00341218,0.00844411
0.00145936,0.00336577,0.00834259
0.0014389,0.00332055,0.00824389
0.00141893,0.00327648,0.00814795
0.00139946,0.00323356,0.00805473
0.00138046,0.00319175,0.00796416
0.00136193,0.00315103,0.0078762
0.00134387,0.0031114,0.00779079
0.00132627,0.00307282,0.00770788
0.00130911,0.00303528,0.00762742
0.0012924,0.00299876,0.00754936
0.00127612,0.00296324,0.00747366
0.00126027,0.00292869,0.00740027
0.00124484,0.00289512,0.00732914
0.00122982,0.00286248,0.00726023
0.0012152,0.00283077,0.00719349
0.00120098,0.00279997,0.00712889
0.00118716,0.00277006,0.00706639
0.00117371,0.00274103,0.00700594
0.00116064,0.00271286,0.0069475
0.00114794,0.00268553,0.00689105
0.00113561,0.00265902,0.00683654
0.00112363,0.00263333,0.00678394
0.001112,0.00260843,0.00673322
0.00110071,0.00258432,0.00668433
0.00108976,0.00256097,0.00663726
0.00107914,0.00253838,0.00659197
0.00106885,0.00251653,0.00654843
0.00105888,0.0024954,0.00650661
0.00104922,0.00247499,0.00646648
0.00103987,0.00245528,0.00642802
0.00103082,0.00243626,0.0063912
0.00102207,0.00241792,0.006356
0.00101361,0.00240024,0.00632239
0.00100544,0.00238322,0.00629035
0.000997559,0.00236684,0.00625985
0.000989951,0.0023511,0.00623088
0.000982616,0.00233598,0.00620342
0.000975551,0.00232148,0.00617744
0.00096875,0.00230758,0.00615293
0.00096221,0.00229427,0.00612987
0.000955926,0.00228155,0.00610824
0.000949895,0.00226942,0.00608802
0.000944112,0.00225785,0.00606921
0.000938574,0.00224684,0.00605178
0.000933278,0.00223639,0.00603571
0.00092822,0.00222648,0.00602101
0.000923396,0.00221712,0.00600765
0.000918804,0.00220829,0.00599563
0.000914441,0.00219999,0.00598492
0.000910302,0.00219221,0.00597553
0.000906386,0.00218494,0.00596743
0.00090269,0.00217818,0.00596063
0.000899211,0.00217193,0.00595511
0.000895947,0.00216618,0.00595087
0.000892895,0.00216092,0.00594789
0.000890053,0.00215616,0.00594618
0.000887418,0.00215187,0.00594572
0.000884989,0.00214807,0.0059465
0.000882764,0.00214475,0.00594853
0.000880741,0.0021419,0.00595181
